First,GCD,Steps,Second,GCD,Steps,
E,2,590,S,2,409,
E,3,587,S,3,404,
E,1,596,S,1,414,
E,1,594,S,1,423,
E,1,634,S,1,438,
E,1,593,S,1,408,
E,1,588,S,1,407,
E,1,592,S,1,411,
E,17,611,S,17,424,
E,1,573,S,1,399,
E,4,637,S,4,441,
E,34,629,S,34,422,
E,1,579,S,1,394,
E,1,615,S,1,426,
E,4,616,S,4,418,
E,3,570,S,3,408,
E,7,610,S,7,418,
E,1,590,S,1,408,
E,2,628,S,2,433,
E,1,590,S,1,414,
E,12,592,S,12,412,
E,2,624,S,2,418,
E,3,578,S,3,404,
E,2,587,S,2,401,
E,1,597,S,1,407,
E,1,596,S,1,420,
E,1,600,S,1,412,
E,1,593,S,1,417,
E,1,585,S,1,403,
E,1,614,S,1,424,
E,4,581,S,4,393,
E,4,608,S,4,417,
E,3,571,S,3,396,
E,1,597,S,1,415,
E,1,636,S,1,424,
E,1,648,S,1,431,
E,2,556,S,2,398,
E,62,590,S,62,418,
E,1,569,S,1,398,
E,1,628,S,1,432,
E,1,579,S,1,406,
E,1,606,S,1,422,
E,2,594,S,2,412,
E,1,564,S,1,399,
E,16,585,S,16,405,
E,1,627,S,1,435,
E,1,566,S,1,393,
E,10,623,S,10,434,
E,6,573,S,6,406,
E,1,595,S,1,419,
E,63,575,S,63,392,
E,1,598,S,1,415,
E,1,586,S,1,406,
E,6,558,S,6,397,
E,1,603,S,1,421,
E,1,575,S,1,404,
E,1,592,S,1,420,
E,5,595,S,5,411,
E,1,586,S,1,417,
E,6,586,S,6,415,
E,1,605,S,1,420,
E,2,613,S,2,417,
E,1,626,S,1,432,
E,3,616,S,3,420,
E,37,554,S,37,396,
E,5,614,S,5,429,
E,1,599,S,1,415,
E,1,606,S,1,418,
E,6,562,S,6,392,
E,1,615,S,1,429,
E,1,635,S,1,439,
E,1,604,S,1,425,
E,2,589,S,2,404,
E,1,620,S,1,417,
E,1,608,S,1,412,
E,1,579,S,1,400,
E,1,594,S,1,413,
E,4,557,S,4,397,
E,3,570,S,3,405,
E,1,607,S,1,423,
E,1,587,S,1,407,
E,1,592,S,1,424,
E,1,602,S,1,402,
E,3,625,S,3,428,
E,2,589,S,2,412,
E,5,606,S,5,417,
E,1,611,S,1,427,
E,1,611,S,1,432,
E,1,614,S,1,411,
E,1,600,S,1,415,
E,1,589,S,1,420,
E,2,584,S,2,414,
E,1,587,S,1,411,
E,1,592,S,1,418,
E,1,567,S,1,401,
E,8,605,S,8,417,
E,1,590,S,1,400,
E,4,598,S,4,426,
E,319,624,S,319,430,
E,1,592,S,1,431,
E,2,603,S,2,418,
E,1,598,S,1,423,
E,1,613,S,1,426,
E,3,588,S,3,412,
E,1,616,S,1,426,
E,1,597,S,1,417,
E,15,584,S,15,405,
E,2,617,S,2,420,
E,1,569,S,1,394,
E,5,604,S,5,429,
E,6,602,S,6,433,
E,5,600,S,5,412,
E,4,582,S,4,409,
E,13,590,S,13,411,
E,1,600,S,1,419,
E,2,579,S,2,398,
E,1,604,S,1,434,
E,4,565,S,4,399,
E,1,611,S,1,429,
E,1,621,S,1,424,
E,1,633,S,1,430,
E,3,607,S,3,419,
E,3,595,S,3,414,
E,1,604,S,1,412,
E,2,595,S,2,414,
E,8,589,S,8,410,
E,1,594,S,1,417,
E,2,590,S,2,411,
E,1,564,S,1,396,
E,22,630,S,22,444,
E,1,611,S,1,421,
E,3,613,S,3,423,
E,1,588,S,1,407,
E,1,591,S,1,403,
E,2,619,S,2,424,
E,1,579,S,1,408,
E,3,575,S,3,404,
E,1,605,S,1,427,
E,1,602,S,1,426,
E,8,584,S,8,405,
E,2,606,S,2,411,
E,1,620,S,1,423,
E,4,587,S,4,408,
E,1,606,S,1,428,
E,3166,593,S,3166,396,
E,6,627,S,6,426,
E,1,625,S,1,437,
E,1,593,S,1,414,
E,15,643,S,15,437,
E,1,600,S,1,418,
E,3,600,S,3,411,
E,2,604,S,2,421,
E,1,578,S,1,404,
E,1,584,S,1,398,
E,1,614,S,1,432,
E,1,595,S,1,408,
E,1,597,S,1,422,
E,2,612,S,2,423,
E,1,587,S,1,405,
E,3,574,S,3,411,
E,1,626,S,1,427,
E,9,591,S,9,423,
E,2,613,S,2,420,
E,2,626,S,2,431,
E,1,615,S,1,423,
E,2,598,S,2,409,
E,1953,583,S,1953,408,
E,1,605,S,1,427,
E,1,597,S,1,416,
E,2,628,S,2,432,
E,26,602,S,26,415,
E,1,604,S,1,417,
E,1,603,S,1,431,
E,2,632,S,2,436,
E,1,625,S,1,429,
E,1,621,S,1,430,
E,4,598,S,4,411,
E,1,595,S,1,421,
E,1,590,S,1,418,
E,2,587,S,2,409,
E,1,641,S,1,440,
E,1,585,S,1,414,
E,2,625,S,2,424,
E,2,622,S,2,428,
E,1,608,S,1,422,
E,1,582,S,1,399,
E,1,602,S,1,415,
E,3,595,S,3,420,
E,1,602,S,1,409,
E,1,620,S,1,418,
E,1,624,S,1,422,
E,1,581,S,1,413,
E,1,629,S,1,437,
E,2,612,S,2,429,
E,1,606,S,1,427,
E,1,603,S,1,413,
E,6,617,S,6,426,
E,2,600,S,2,416,
E,2,609,S,2,420,
E,1,606,S,1,415,
E,1,573,S,1,399,
E,10,604,S,10,417,
E,3,576,S,3,400,
E,4,591,S,4,412,
E,2,593,S,2,414,
E,1,583,S,1,407,
E,1,623,S,1,437,
E,3,604,S,3,414,
E,1,571,S,1,405,
E,1,568,S,1,399,
E,1,564,S,1,410,
E,1,597,S,1,402,
E,1,597,S,1,413,
E,2,637,S,2,424,
E,9,620,S,9,434,
E,1,637,S,1,434,
E,1,585,S,1,414,
E,2,599,S,2,426,
E,1,572,S,1,402,
E,1,583,S,1,409,
E,3,631,S,3,430,
E,1,615,S,1,431,
E,20,584,S,20,401,
E,1,588,S,1,404,
E,2,599,S,2,411,
E,1,611,S,1,422,
E,1,622,S,1,427,
E,1,627,S,1,432,
E,3,605,S,3,427,
E,8,599,S,8,415,
E,4,588,S,4,417,
E,1,622,S,1,423,
E,1,589,S,1,412,
E,3,593,S,3,420,
E,10,598,S,10,408,
E,1,584,S,1,418,
E,4,601,S,4,414,
E,1,575,S,1,409,
E,1,643,S,1,438,
E,1,585,S,1,417,
E,9,597,S,9,416,
E,2,577,S,2,397,
E,6,609,S,6,434,
E,1,627,S,1,426,
E,1,597,S,1,407,
E,1,602,S,1,414,
E,1,599,S,1,415,
E,1,619,S,1,412,
E,2,609,S,2,425,
E,116,576,S,116,402,
E,2,562,S,2,390,
E,1,568,S,1,402,
E,1,618,S,1,425,
E,2,602,S,2,423,
E,1,591,S,1,416,
E,1,599,S,1,418,
E,6,579,S,6,414,
E,25,627,S,25,425,
E,1,611,S,1,426,
E,1,627,S,1,428,
E,1,629,S,1,444,
E,1,598,S,1,426,
E,1,619,S,1,426,
E,2,577,S,2,413,
E,1,606,S,1,412,
E,2,578,S,2,405,
E,1,598,S,1,411,
E,8,575,S,8,397,
E,1,646,S,1,441,
E,1,588,S,1,397,
E,1,595,S,1,421,
E,2,589,S,2,412,
E,1,582,S,1,414,
E,2,566,S,2,405,
E,1,598,S,1,418,
E,11,610,S,11,434,
E,1,570,S,1,400,
E,19,568,S,19,396,
E,2,624,S,2,433,
E,1,637,S,1,439,
E,1,561,S,1,389,
E,1,613,S,1,417,
E,1,605,S,1,423,
E,1,572,S,1,392,
E,1,642,S,1,440,
E,2,600,S,2,418,
E,1,596,S,1,419,
E,1,610,S,1,421,
E,1,633,S,1,432,
E,5,593,S,5,414,
E,4,574,S,4,407,
E,18,597,S,18,398,
E,4,577,S,4,402,
E,1,570,S,1,404,
E,1,602,S,1,426,
E,2,580,S,2,412,
E,1,608,S,1,427,
E,4,600,S,4,408,
E,7,596,S,7,409,
E,1,599,S,1,409,
E,1,604,S,1,421,
E,2,606,S,2,417,
E,1,574,S,1,401,
E,1,571,S,1,396,
E,1,630,S,1,427,
E,14,596,S,14,414,
E,1,629,S,1,443,
E,1,598,S,1,419,
E,5,570,S,5,398,
E,1,558,S,1,392,
E,1,623,S,1,422,
E,1,602,S,1,421,
E,1,624,S,1,444,
E,1,573,S,1,398,
E,1,589,S,1,418,
E,12,598,S,12,422,
E,3,572,S,3,399,
E,1,566,S,1,403,
E,1,589,S,1,407,
E,27,600,S,27,413,
E,1,611,S,1,414,
E,7,598,S,7,420,
E,1,611,S,1,421,
E,3,607,S,3,414,
E,4,581,S,4,402,
E,2,611,S,2,418,
E,1,620,S,1,424,
E,1,587,S,1,410,
E,1,608,S,1,421,
E,1,595,S,1,402,
E,4,601,S,4,419,
E,1,604,S,1,414,
E,1,635,S,1,433,
E,1,609,S,1,421,
E,5,619,S,5,433,
E,1,606,S,1,415,
E,1,585,S,1,409,
E,9,590,S,9,406,
E,1,613,S,1,421,
E,2,599,S,2,414,
E,1,594,S,1,408,
E,5,608,S,5,420,
E,1,611,S,1,418,
E,1,594,S,1,416,
E,2,611,S,2,421,
E,1,632,S,1,437,
E,1,628,S,1,430,
E,1,606,S,1,418,
E,1,608,S,1,427,
E,1,592,S,1,407,
E,1,587,S,1,413,
E,1,566,S,1,393,
E,1,540,S,1,378,
E,1,569,S,1,407,
E,1,591,S,1,406,
E,1,587,S,1,415,
E,1,634,S,1,433,
E,1,605,S,1,418,
E,1,641,S,1,441,
E,3,635,S,3,423,
E,1,606,S,1,427,
E,1,616,S,1,422,
E,1,593,S,1,407,
E,5,601,S,5,421,
E,1,595,S,1,421,
E,2,618,S,2,431,
E,2,615,S,2,432,
E,1,581,S,1,409,
E,1,591,S,1,402,
E,2,606,S,2,423,
E,81,571,S,81,401,
E,3,605,S,3,411,
E,1,597,S,1,406,
E,2,613,S,2,415,
E,1,615,S,1,425,
E,1,603,S,1,421,
E,3,559,S,3,389,
E,1,581,S,1,401,
E,2,600,S,2,415,
E,1,563,S,1,396,
E,2,575,S,2,406,
E,1,600,S,1,416,
E,1,591,S,1,414,
E,1,599,S,1,411,
E,1,588,S,1,408,
E,1,617,S,1,426,
E,9,585,S,9,400,
E,1,611,S,1,424,
E,19,642,S,19,442,
E,3,579,S,3,392,
E,16,633,S,16,430,
E,1,585,S,1,411,
E,1,625,S,1,437,
E,1,584,S,1,408,
E,1,569,S,1,391,
E,1,598,S,1,412,
E,2,640,S,2,437,
E,1,618,S,1,420,
E,1,612,S,1,426,
E,5,589,S,5,406,
E,1,611,S,1,415,
E,1,612,S,1,424,
E,1,605,S,1,421,
E,1,615,S,1,417,
E,1,587,S,1,411,
E,1,588,S,1,398,
E,1,594,S,1,402,
E,1,627,S,1,435,
E,13,643,S,13,445,
E,2,607,S,2,416,
E,2,606,S,2,418,
E,1,595,S,1,411,
E,1,600,S,1,417,
E,1,618,S,1,426,
E,2,592,S,2,411,
E,1,604,S,1,421,
E,2,620,S,2,429,
E,1,598,S,1,424,
E,1,622,S,1,428,
E,1,602,S,1,414,
E,1,577,S,1,405,
E,1,612,S,1,428,
E,1,617,S,1,426,
E,1,588,S,1,407,
E,2,571,S,2,395,
E,1,593,S,1,414,
E,1,573,S,1,402,
E,1,572,S,1,393,
E,2,587,S,2,407,
E,22,584,S,22,415,
E,1,616,S,1,431,
E,3,595,S,3,406,
E,3,635,S,3,437,
E,2,622,S,2,427,
E,1,617,S,1,420,
E,1,600,S,1,414,
E,1,575,S,1,403,
E,7,591,S,7,417,
E,1,604,S,1,420,
E,26,589,S,26,416,
E,2,589,S,2,410,
E,1,608,S,1,421,
E,109,623,S,109,435,
E,1,597,S,1,417,
E,2,573,S,2,399,
E,27,596,S,27,423,
E,1,589,S,1,400,
E,4,643,S,4,434,
E,4,589,S,4,416,
E,3,601,S,3,419,
E,2,602,S,2,417,
E,2,615,S,2,430,
E,8,566,S,8,391,
E,1,598,S,1,414,
E,1,595,S,1,417,
E,1,626,S,1,422,
E,1,583,S,1,413,
E,2,587,S,2,408,
E,1,570,S,1,401,
E,1,602,S,1,414,
E,2,551,S,2,392,
E,15,587,S,15,404,
E,8,613,S,8,402,
E,4,628,S,4,437,
E,1,589,S,1,415,
E,12,572,S,12,390,
E,5,590,S,5,406,
E,1,582,S,1,406,
E,1,604,S,1,422,
E,1,620,S,1,423,
E,3,570,S,3,396,
E,1,593,S,1,422,
E,2,637,S,2,435,
E,2,574,S,2,398,
E,1,572,S,1,401,
E,1,615,S,1,426,
E,1,592,S,1,407,
E,1,588,S,1,411,
E,1,606,S,1,418,
E,1,644,S,1,448,
E,7,604,S,7,415,
E,12,609,S,12,424,
E,11,583,S,11,413,
E,2,597,S,2,417,
E,41,634,S,41,434,
E,2,626,S,2,438,
E,1,564,S,1,396,
E,1,587,S,1,416,
E,1,583,S,1,408,
E,1,608,S,1,425,
E,6,621,S,6,429,
E,2,568,S,2,398,
E,1,620,S,1,438,
E,1,575,S,1,400,
E,1,608,S,1,421,
E,1,584,S,1,408,
E,1,566,S,1,413,
E,3,578,S,3,405,
E,1,608,S,1,420,
E,1,603,S,1,420,
E,1,611,S,1,414,
E,1,608,S,1,429,
E,1,617,S,1,432,
E,17,605,S,17,424,
E,10,604,S,10,421,
E,1,591,S,1,410,
E,1,596,S,1,403,
E,1,590,S,1,401,
E,2,606,S,2,415,
E,5,595,S,5,401,
E,1,585,S,1,413,
E,1,561,S,1,398,
E,2,581,S,2,401,
E,31,639,S,31,432,
E,1,584,S,1,407,
E,1,585,S,1,397,
E,1,575,S,1,401,
E,1,616,S,1,433,
E,2,577,S,2,417,
E,1,561,S,1,398,
E,1,636,S,1,433,
E,1,596,S,1,411,
E,1,565,S,1,379,
E,56,592,S,56,410,
E,1,609,S,1,421,
E,1,581,S,1,418,
E,1,610,S,1,428,
E,4,601,S,4,419,
E,1,591,S,1,415,
E,1,602,S,1,424,
E,2,592,S,2,421,
E,1,592,S,1,415,
E,1,596,S,1,411,
E,2,612,S,2,431,
E,2,586,S,2,414,
E,1,594,S,1,420,
E,1,598,S,1,421,
E,11,648,S,11,428,
E,1,620,S,1,421,
E,1,610,S,1,415,
E,2,639,S,2,434,
E,4,622,S,4,431,
E,1,583,S,1,405,
E,5,621,S,5,426,
E,6,608,S,6,421,
E,1,615,S,1,427,
E,17,589,S,17,404,
E,1,594,S,1,411,
E,4,569,S,4,398,
E,1,594,S,1,417,
E,1,587,S,1,405,
E,1,571,S,1,394,
E,2,565,S,2,405,
E,1,589,S,1,422,
E,293,587,S,293,400,
E,1,615,S,1,427,
E,1,596,S,1,409,
E,1,582,S,1,402,
E,1,645,S,1,432,
E,1,594,S,1,410,
E,1,634,S,1,434,
E,1,603,S,1,414,
E,116,594,S,116,414,
E,2,604,S,2,415,
E,4,606,S,4,415,
E,1,585,S,1,415,
E,32,590,S,32,417,
E,1,610,S,1,413,
E,9,586,S,9,412,
E,1,581,S,1,406,
E,4,604,S,4,415,
E,12,567,S,12,389,
E,3,600,S,3,420,
E,2,600,S,2,411,
E,1,602,S,1,414,
E,1,623,S,1,433,
E,5,578,S,5,404,
E,188,578,S,188,400,
E,1,619,S,1,423,
E,13,579,S,13,415,
E,4,584,S,4,423,
E,2,591,S,2,401,
E,1,587,S,1,414,
E,2,655,S,2,447,
E,2,608,S,2,419,
E,1,613,S,1,426,
E,2,549,S,2,403,
E,1,637,S,1,430,
E,1,623,S,1,423,
E,1,613,S,1,420,
E,1,612,S,1,412,
E,1,592,S,1,413,
E,1,636,S,1,423,
E,7,582,S,7,396,
E,3,603,S,3,422,
E,1,616,S,1,417,
E,1,625,S,1,419,
E,2,604,S,2,421,
E,1,616,S,1,413,
E,1,608,S,1,418,
E,1,584,S,1,412,
E,1,583,S,1,412,
E,1,601,S,1,421,
E,8,590,S,8,424,
E,6,611,S,6,422,
E,1,598,S,1,418,
E,1,575,S,1,402,
E,2,610,S,2,413,
E,1,585,S,1,412,
E,1,620,S,1,429,
E,1,600,S,1,415,
E,1,617,S,1,405,
E,1,613,S,1,422,
E,1,608,S,1,422,
E,1,639,S,1,438,
E,1,578,S,1,410,
E,1,585,S,1,408,
E,2,617,S,2,431,
E,1,569,S,1,400,
E,1,571,S,1,400,
E,6,582,S,6,412,
E,3,587,S,3,413,
E,1,588,S,1,412,
E,2,613,S,2,414,
E,4,592,S,4,404,
E,2,606,S,2,411,
E,1,593,S,1,415,
E,1,596,S,1,419,
E,1,593,S,1,412,
E,2,568,S,2,393,
E,4,625,S,4,436,
E,5,588,S,5,420,
E,1,624,S,1,446,
E,1,598,S,1,420,
E,1,578,S,1,411,
E,2,563,S,2,391,
E,2,632,S,2,427,
E,1,585,S,1,408,
E,3,609,S,3,416,
E,23,597,S,23,424,
E,1,563,S,1,399,
E,1,589,S,1,406,
E,1,594,S,1,424,
E,1,602,S,1,419,
E,1,559,S,1,397,
E,1,635,S,1,433,
E,1,597,S,1,412,
E,1,602,S,1,427,
E,1,606,S,1,411,
E,2,624,S,2,424,
E,1,647,S,1,429,
E,1,605,S,1,416,
E,1,603,S,1,415,
E,12,583,S,12,414,
E,29,604,S,29,416,
E,1,573,S,1,409,
E,2,588,S,2,415,
E,1,634,S,1,443,
E,1,573,S,1,390,
E,5,567,S,5,400,
E,5,609,S,5,425,
E,2,594,S,2,420,
E,3,626,S,3,433,
E,1,595,S,1,420,
E,3,611,S,3,427,
E,1,578,S,1,397,
E,5,611,S,5,416,
E,1,595,S,1,412,
E,1,622,S,1,429,
E,7,605,S,7,420,
E,1,588,S,1,407,
E,1,598,S,1,420,
E,2,594,S,2,418,
E,1,600,S,1,414,
E,2,614,S,2,429,
E,1,595,S,1,417,
E,8,586,S,8,402,
E,1,610,S,1,422,
E,2,621,S,2,430,
E,4,599,S,4,422,
E,1,617,S,1,425,
E,1,611,S,1,436,
E,1,610,S,1,419,
E,1,603,S,1,418,
E,1,579,S,1,401,
E,5,572,S,5,404,
E,1,633,S,1,439,
E,1,596,S,1,411,
E,1,591,S,1,405,
E,1,610,S,1,437,
E,1,592,S,1,404,
E,1,586,S,1,410,
E,2,583,S,2,402,
E,2,591,S,2,413,
E,3,639,S,3,431,
E,168,600,S,168,405,
E,1,582,S,1,396,
E,1,563,S,1,385,
E,1,616,S,1,425,
E,4,585,S,4,410,
E,2,621,S,2,429,
E,4,632,S,4,438,
E,1,604,S,1,413,
E,7,598,S,7,419,
E,1,596,S,1,417,
E,1,601,S,1,419,
E,1,624,S,1,432,
E,3,614,S,3,419,
E,1,598,S,1,423,
E,1,573,S,1,409,
E,1,579,S,1,412,
E,1,641,S,1,446,
E,1,560,S,1,392,
E,1,603,S,1,419,
E,2,601,S,2,424,
E,1,585,S,1,417,
E,1,575,S,1,399,
E,2,558,S,2,392,
E,1,585,S,1,407,
E,1,552,S,1,383,
E,1,619,S,1,438,
E,2,606,S,2,422,
E,1,607,S,1,426,
E,1,610,S,1,425,
E,1,610,S,1,424,
E,10,576,S,10,395,
E,1,604,S,1,429,
E,1,600,S,1,400,
E,1,602,S,1,419,
E,3,609,S,3,432,
E,1,612,S,1,418,
E,1,610,S,1,423,
E,2,578,S,2,399,
E,1,601,S,1,417,
E,1,605,S,1,426,
E,1,591,S,1,425,
E,1,592,S,1,405,
E,1,578,S,1,412,
E,1,598,S,1,405,
E,1,588,S,1,409,
E,2,566,S,2,404,
E,1,610,S,1,429,
E,1,594,S,1,419,
E,2,554,S,2,398,
E,3,612,S,3,433,
E,3,622,S,3,432,
E,2,569,S,2,402,
E,1,589,S,1,406,
E,7,616,S,7,424,
E,18,610,S,18,421,
E,1,612,S,1,425,
E,1,570,S,1,407,
E,1,616,S,1,428,
E,6,598,S,6,409,
E,1,596,S,1,410,
E,1,574,S,1,412,
E,1,586,S,1,410,
E,1,597,S,1,418,
E,1,617,S,1,419,
E,1,578,S,1,404,
E,1,583,S,1,401,
E,2,586,S,2,421,
E,5,588,S,5,408,
E,1,631,S,1,432,
E,1,596,S,1,406,
E,1,578,S,1,409,
E,1,572,S,1,404,
E,2,632,S,2,436,
E,1,590,S,1,410,
E,9,605,S,9,424,
E,4,587,S,4,399,
E,1,620,S,1,428,
E,1,599,S,1,420,
E,3,601,S,3,432,
E,1,572,S,1,392,
E,1,630,S,1,428,
E,1,640,S,1,436,
E,1,598,S,1,412,
E,4,581,S,4,404,
E,1,568,S,1,398,
E,1,572,S,1,409,
E,1,596,S,1,412,
E,4,557,S,4,389,
E,1,595,S,1,428,
E,1,612,S,1,429,
E,1,597,S,1,425,
E,1,593,S,1,403,
E,1,586,S,1,404,
E,1,615,S,1,413,
E,1,586,S,1,412,
E,1,615,S,1,420,
E,1,598,S,1,412,
E,1,619,S,1,421,
E,2,588,S,2,407,
E,2,594,S,2,422,
E,1,624,S,1,420,
E,1,574,S,1,398,
E,24,565,S,24,395,
E,1,617,S,1,437,
E,2,604,S,2,423,
E,20,596,S,20,417,
E,1,578,S,1,403,
E,2,626,S,2,434,
E,1,604,S,1,421,
E,1,571,S,1,395,
E,4,601,S,4,420,
E,2,592,S,2,412,
E,1,609,S,1,423,
E,3,615,S,3,428,
E,1,601,S,1,411,
E,1,605,S,1,410,
E,1,573,S,1,403,
E,3,600,S,3,414,
E,1,605,S,1,428,
E,1,637,S,1,447,
E,1,606,S,1,410,
E,2,637,S,2,438,
E,1,566,S,1,400,
E,2,591,S,2,418,
E,1,592,S,1,402,
E,1,605,S,1,422,
E,20,576,S,20,402,
E,4,620,S,4,416,
E,7,598,S,7,423,
E,9,593,S,9,416,
E,1,591,S,1,419,
E,1,589,S,1,411,
E,1,625,S,1,426,
E,1,603,S,1,419,
E,4,575,S,4,406,
E,52,606,S,52,425,
E,5,592,S,5,420,
E,1,608,S,1,418,
E,2,562,S,2,392,
E,26,600,S,26,408,
E,1,592,S,1,414,
E,3,622,S,3,426,
E,10,573,S,10,415,
E,1,568,S,1,405,
E,1,594,S,1,418,
E,1,646,S,1,435,
E,1,634,S,1,429,
E,1,572,S,1,404,
E,1,610,S,1,425,
E,2,589,S,2,413,
E,1,650,S,1,446,
E,6,605,S,6,423,
E,1,608,S,1,416,
E,4,604,S,4,419,
E,1,643,S,1,445,
E,4,606,S,4,425,
E,1,621,S,1,428,
E,1,616,S,1,425,
E,2,567,S,2,396,
E,1,598,S,1,416,
E,1,579,S,1,406,
E,1,575,S,1,395,
E,1,603,S,1,425,
E,1,603,S,1,427,
E,3,592,S,3,413,
E,1,597,S,1,415,
E,1,589,S,1,419,
E,1,600,S,1,404,
E,1,601,S,1,408,
E,3,626,S,3,432,
E,1,619,S,1,427,
E,3,603,S,3,417,
E,2,586,S,2,401,
E,1,594,S,1,407,
E,1,618,S,1,429,
E,4,598,S,4,430,
E,1,607,S,1,416,
E,2,609,S,2,424,
E,7,584,S,7,417,
E,2,543,S,2,388,
E,4,581,S,4,403,
E,1,586,S,1,407,
E,1,607,S,1,408,
E,5,579,S,5,400,
E,1,588,S,1,415,
E,1,576,S,1,402,
E,1,607,S,1,427,
E,2,603,S,2,414,
E,1,602,S,1,419,
E,1,626,S,1,430,
E,2,574,S,2,401,
E,1,605,S,1,408,
E,4,606,S,4,419,
E,1,611,S,1,425,
E,111,596,S,111,415,
E,1,612,S,1,416,
E,99,623,S,99,431,
E,1,571,S,1,404,
E,2,575,S,2,413,
E,5,624,S,5,426,
E,1,615,S,1,426,
E,1,581,S,1,400,
E,1,602,S,1,422,
E,1,630,S,1,435,
E,1,601,S,1,422,
E,1,585,S,1,408,
E,2,613,S,2,424,
E,3,600,S,3,403,
E,37,573,S,37,397,
E,39,560,S,39,391,
E,7,595,S,7,407,
E,1,598,S,1,420,
E,1,569,S,1,397,
E,3,581,S,3,403,
E,1,600,S,1,411,
E,1,612,S,1,418,
E,1,600,S,1,407,
E,1,626,S,1,429,
E,1,617,S,1,425,
E,8,615,S,8,425,
E,2,609,S,2,424,
E,2,596,S,2,417,
E,2,569,S,2,394,
E,1,566,S,1,398,
E,1,582,S,1,404,
E,53,583,S,53,409,
E,2,618,S,2,422,
E,1,590,S,1,405,
E,1,585,S,1,408,
E,1,605,S,1,425,
E,1,603,S,1,416,
E,1,601,S,1,417,
E,1,612,S,1,419,
E,1,597,S,1,415,
