First,GCD,Steps,Second,GCD,Steps,
E,0,1,,0,
E,1,2,,0,
E,1,3,,0,
E,1,4,,0,
E,3,4,,0,
E,1,8,,0,
E,1,6,,0,
E,1,5,,0,
E,1,6,,0,
E,1,6,,0,
E,2,6,,0,
E,1,10,,0,
E,1,7,,0,
E,1,4,,0,
E,1,10,,0,
E,2,12,,0,
E,2,10,,0,
E,1,16,,0,
E,1,11,,0,
E,7,13,,0,
E,1,14,,0,
E,6,16,,0,
E,1,10,,0,
E,1,13,,0,
E,1,17,,0,
E,1,16,,0,
E,3,20,,0,
E,5,13,,0,
E,2,22,,0,
E,1,17,,0,
E,1,16,,0,
E,1,21,,0,
E,1,20,,0,
E,1,23,,0,
E,1,19,,0,
E,1,22,,0,
E,4,24,,0,
E,1,19,,0,
E,7,21,,0,
E,1,29,,0,
E,1,28,,0,
E,1,27,,0,
E,9,23,,0,
E,1,19,,0,
E,5,27,,0,
E,2,30,,0,
E,38,23,,0,
E,1,35,,0,
E,1,30,,0,
E,2,33,,0,
E,1,33,,0,
E,1,36,,0,
E,1,29,,0,
E,2,31,,0,
E,1,28,,0,
E,38,26,,0,
E,2,35,,0,
E,1,30,,0,
E,2,40,,0,
E,1,41,,0,
E,1,37,,0,
E,6,41,,0,
E,5,38,,0,
E,1,38,,0,
E,1,40,,0,
E,1,43,,0,
E,1,42,,0,
E,1,43,,0,
E,1,36,,0,
E,1,48,,0,
E,1,50,,0,
E,1,48,,0,
E,1,46,,0,
E,1,47,,0,
E,1,48,,0,
E,1,51,,0,
E,1,43,,0,
E,9,35,,0,
E,28,44,,0,
E,1,43,,0,
E,1,48,,0,
E,3,40,,0,
E,1,53,,0,
E,1,53,,0,
E,2,51,,0,
E,1,56,,0,
E,1,50,,0,
E,1,66,,0,
E,1,49,,0,
E,8,61,,0,
E,1,44,,0,
E,1,62,,0,
E,1,69,,0,
E,6,53,,0,
E,1,55,,0,
E,1,65,,0,
E,1,56,,0,
E,3,56,,0,
E,1,63,,0,
E,3,59,,0,
E,1,61,,0,
E,1,56,,0,
E,4,67,,0,
E,2,62,,0,
E,1,69,,0,
E,4,54,,0,
E,1,59,,0,
E,2,77,,0,
E,4,72,,0,
E,2,69,,0,
E,1,80,,0,
E,1,58,,0,
E,1,75,,0,
E,2,75,,0,
E,5,61,,0,
E,1,62,,0,
E,1,72,,0,
E,3,76,,0,
E,1,77,,0,
E,1,68,,0,
E,27,68,,0,
E,1,89,,0,
E,3,73,,0,
E,1,71,,0,
E,1,68,,0,
E,1,66,,0,
E,1,78,,0,
E,1,75,,0,
E,2,82,,0,
E,4,80,,0,
E,1,67,,0,
E,1,73,,0,
E,1,77,,0,
E,2,88,,0,
E,1,73,,0,
E,1,90,,0,
E,12,78,,0,
E,1,87,,0,
E,1,76,,0,
E,1,84,,0,
E,8,76,,0,
E,1,81,,0,
E,1,84,,0,
E,1,82,,0,
E,1,81,,0,
E,3,84,,0,
E,2,85,,0,
E,2,87,,0,
E,1,93,,0,
E,1,76,,0,
E,1,74,,0,
E,1,86,,0,
E,1,87,,0,
E,2,89,,0,
E,1,80,,0,
E,1,95,,0,
E,1,87,,0,
E,2,92,,0,
E,2,94,,0,
E,2,86,,0,
E,1,92,,0,
E,1,99,,0,
E,1,99,,0,
E,10,103,,0,
E,2,91,,0,
E,9,101,,0,
E,1,97,,0,
E,1,107,,0,
E,1,110,,0,
E,1,114,,0,
E,2,112,,0,
E,1,100,,0,
E,3,102,,0,
E,7,102,,0,
E,1,100,,0,
E,1,108,,0,
E,1,101,,0,
E,1,102,,0,
E,8,109,,0,
E,4,102,,0,
E,2,109,,0,
E,1,107,,0,
E,1,114,,0,
E,5,114,,0,
E,1,117,,0,
E,3,107,,0,
E,1,111,,0,
E,3,122,,0,
E,2,102,,0,
E,3,105,,0,
E,1,105,,0,
E,1,119,,0,
E,1,121,,0,
E,1,102,,0,
E,1,110,,0,
E,5,118,,0,
E,6,120,,0,
E,23,114,,0,
E,1,123,,0,
E,1,143,,0,
E,6,118,,0,
E,3,114,,0,
E,1,122,,0,
E,1,116,,0,
E,1,122,,0,
E,3,110,,0,
E,4,118,,0,
E,1,133,,0,
E,1,137,,0,
E,1,117,,0,
E,1,119,,0,
E,1,124,,0,
E,1,133,,0,
E,1,121,,0,
E,1,122,,0,
E,1,121,,0,
E,1,127,,0,
E,1,128,,0,
E,1,128,,0,
E,1,126,,0,
E,1,130,,0,
E,3,135,,0,
E,2,138,,0,
E,2,134,,0,
E,1,142,,0,
E,1,135,,0,
E,1,123,,0,
E,1,138,,0,
E,1,130,,0,
E,1,155,,0,
E,9,136,,0,
E,1,147,,0,
E,1,132,,0,
E,1,121,,0,
E,1,151,,0,
E,1,135,,0,
E,1,146,,0,
E,3,142,,0,
E,1,149,,0,
E,1,153,,0,
E,11,144,,0,
E,14,141,,0,
E,1,138,,0,
E,4,146,,0,
E,4,147,,0,
E,18,137,,0,
E,1,150,,0,
E,1,141,,0,
E,1,142,,0,
E,1,154,,0,
E,1,163,,0,
E,3,152,,0,
E,1,157,,0,
E,108,141,,0,
E,1,166,,0,
E,1,157,,0,
E,2,155,,0,
E,4,153,,0,
E,2,160,,0,
E,1,147,,0,
E,190,171,,0,
E,9,160,,0,
E,1,161,,0,
E,1,155,,0,
E,1,153,,0,
E,1,158,,0,
E,1,159,,0,
E,1,171,,0,
E,3,161,,0,
E,1,179,,0,
E,3,159,,0,
E,4,156,,0,
E,1,153,,0,
E,1,160,,0,
E,3,170,,0,
E,1,168,,0,
E,1,153,,0,
E,8,164,,0,
E,1,162,,0,
E,2,173,,0,
E,6,167,,0,
E,1,184,,0,
E,15,176,,0,
E,2,175,,0,
E,1,171,,0,
E,57,178,,0,
E,1,165,,0,
E,1,164,,0,
E,1,161,,0,
E,2,135,,0,
E,1,174,,0,
E,1,171,,0,
E,2,182,,0,
E,1,178,,0,
E,1,179,,0,
E,2,169,,0,
E,2,171,,0,
E,1,184,,0,
E,1,172,,0,
E,3,160,,0,
E,4,174,,0,
E,9,157,,0,
E,1,158,,0,
E,1,160,,0,
E,1,173,,0,
E,1,164,,0,
E,16,191,,0,
E,1,157,,0,
E,4,160,,0,
E,6,179,,0,
E,8,193,,0,
E,1,170,,0,
E,1,197,,0,
E,5,187,,0,
E,7,190,,0,
E,6,202,,0,
E,11,159,,0,
E,4,206,,0,
E,6,179,,0,
E,4,186,,0,
E,1,201,,0,
E,1,189,,0,
E,1,184,,0,
E,3,168,,0,
E,29,184,,0,
E,1,190,,0,
E,1,202,,0,
E,1,192,,0,
E,1,200,,0,
E,1,185,,0,
E,1,196,,0,
E,1,206,,0,
E,8,195,,0,
E,1,203,,0,
E,1,191,,0,
E,1,201,,0,
E,3,211,,0,
E,1,184,,0,
E,1,197,,0,
E,2,205,,0,
E,1,200,,0,
E,1,212,,0,
E,1,186,,0,
E,5,210,,0,
E,1,217,,0,
E,1,190,,0,
E,2,214,,0,
E,1,205,,0,
E,1,214,,0,
E,1,206,,0,
E,40,216,,0,
E,3,203,,0,
E,185,222,,0,
E,1,213,,0,
E,1,214,,0,
E,1,193,,0,
E,1,220,,0,
E,1,218,,0,
E,2,205,,0,
E,1,186,,0,
E,2,235,,0,
E,1,213,,0,
E,1,199,,0,
E,2,206,,0,
